India,30-01-2020,1,0
India,31-01-2020,1,0
India,01-02-2020,1,0
India,02-02-2020,2,0
India,03-02-2020,3,0
India,04-02-2020,3,0
India,05-02-2020,3,0
India,06-02-2020,3,0
India,07-02-2020,3,0
India,08-02-2020,3,0
India,09-02-2020,3,0
India,10-02-2020,3,0
India,11-02-2020,3,0
India,12-02-2020,3,0
India,13-02-2020,3,0
India,14-02-2020,3,0
India,15-02-2020,3,0
India,16-02-2020,3,0
India,17-02-2020,3,0
India,18-02-2020,3,0
India,19-02-2020,3,0
India,20-02-2020,3,0
India,21-02-2020,3,0
India,22-02-2020,3,0
India,23-02-2020,3,0
India,24-02-2020,3,0
India,25-02-2020,3,0
India,26-02-2020,3,0
India,27-02-2020,3,0
India,28-02-2020,3,0
India,29-02-2020,3,0
India,01-03-2020,3,0
India,02-03-2020,5,0
India,03-03-2020,5,0
India,04-03-2020,28,0
India,05-03-2020,30,0
India,06-03-2020,31,0
India,07-03-2020,34,0
India,08-03-2020,39,0
India,09-03-2020,43,0
India,10-03-2020,56,0
India,11-03-2020,62,1
India,12-03-2020,73,1
India,13-03-2020,82,2
India,14-03-2020,102,2
India,15-03-2020,113,2
India,16-03-2020,119,2
India,17-03-2020,142,3
India,18-03-2020,156,3
India,19-03-2020,194,4
India,20-03-2020,244,5
India,21-03-2020,330,4
India,22-03-2020,396,7
India,23-03-2020,499,10
India,24-03-2020,536,10
India,25-03-2020,657,12
India,26-03-2020,727,20
India,27-03-2020,887,20
India,28-03-2020,987,24
India,29-03-2020,1024,27
India,30-03-2020,1251,32
India,31-03-2020,1397,35
India,01-04-2020,1998,58
India,02-04-2020,2543,72
India,03-04-2020,2567,72
India,04-04-2020,3082,86
India,05-04-2020,3588,99
India,06-04-2020,4778,136
India,07-04-2020,5311,150
India,08-04-2020,5916,178
India,09-04-2020,6725,226
India,10-04-2020,7598,246
India,11-04-2020,8446,288
India,12-04-2020,9205,331
India,13-04-2020,10453,358
India,14-04-2020,11487,393
India,15-04-2020,12322,405
India,16-04-2020,13430,448
India,17-04-2020,14352,486
India,18-04-2020,15722,521
India,19-04-2020,17615,559
India,20-04-2020,18539,592
India,21-04-2020,20080,645
India,22-04-2020,21370,681
India,23-04-2020,23077,721
India,24-04-2020,24530,780
India,25-04-2020,26283,825
India,26-04-2020,27890,881
India,27-04-2020,29451,939
India,28-04-2020,31324,1008
India,29-04-2020,33062,1079
India,30-04-2020,34863,1154
India,01-05-2020,37257,1223
India,02-05-2020,39699,1323
India,03-05-2020,42505,1391
India,04-05-2020,46437,1566
India,05-05-2020,49400,1693
India,06-05-2020,52987,1785
India,07-05-2020,56351,1889
India,08-05-2020,59695,1985
India,09-05-2020,62808,2101
India,10-05-2020,67161,2212
India,11-05-2020,70768,2294
India,12-05-2020,74292,2415
India,13-05-2020,78055,2551
India,14-05-2020,81997,2649
India,15-05-2020,85784,2753
India,16-05-2020,90648,2871
India,17-05-2020,95698,3025
India,18-05-2020,100328,3156
India,19-05-2020,106475,3302
India,20-05-2020,112028,3434
India,21-05-2020,118226,3584
India,22-05-2020,124794,3726
India,23-05-2020,131423,3868
India,24-05-2020,138536,4024
India,25-05-2020,144950,4172
India,26-05-2020,150793,4344
India,27-05-2020,158086,4534
India,28-05-2020,165386,4711
India,29-05-2020,173491,4980
India,30-05-2020,181827,5185
India,31-05-2020,190609,5408
India,01-06-2020,198370,5608
India,02-06-2020,207191,5829
India,03-06-2020,216824,6088
India,04-06-2020,226713,6363
India,05-06-2020,236184,6649
India,06-06-2020,246622,6946
India,07-06-2020,257486,7207
India,08-06-2020,265928,7473
India,09-06-2020,276146,7750
India,10-06-2020,286605,8102
India,11-06-2020,297535,8498
India,12-06-2020,308993,8884
India,13-06-2020,320922,9195
India,14-06-2020,332424,9520
India,15-06-2020,343091,9900
India,16-06-2020,354065,11903
India,17-06-2020,366946,12237
India,18-06-2020,380532,12573
India,19-06-2020,395048,12948
India,20-06-2020,410451,13254
India,21-06-2020,425282,13699
India,22-06-2020,440215,14011
India,23-06-2020,456183,14476
India,24-06-2020,473105,14894
India,25-06-2020,490401,15301
India,26-06-2020,508953,15685
India,27-06-2020,528859,16095
India,28-06-2020,548318,16475
India,29-06-2020,566840,16893
India,30-06-2020,585481,17400
India,01-07-2020,604641,17834
India,02-07-2020,625544,18213
India,03-07-2020,648315,18655
India,04-07-2020,673165,19268
India,05-07-2020,697413,19693
India,06-07-2020,719664,20159
India,07-07-2020,742417,20642
India,08-07-2020,767296,21129
India,09-07-2020,793802,21604
India,10-07-2020,820916,22123
India,11-07-2020,849522,22673
India,12-07-2020,878254,23174
India,13-07-2020,906752,23727
India,14-07-2020,936181,24309
India,15-07-2020,968857,24914
India,16-07-2020,1003832,25602
India,17-07-2020,1039084,26273
India,18-07-2020,1077781,26816
India,19-07-2020,1118206,27497
India,20-07-2020,1155338,28082
India,21-07-2020,1193078,28732
India,22-07-2020,1238798,29861
India,23-07-2020,1288108,30601
India,24-07-2020,1337024,31358
India,25-07-2020,1385635,32060
India,26-07-2020,1435616,32771
India,27-07-2020,1480073,33408
India,28-07-2020,1531669,34193
India,29-07-2020,1581963,34955
India,30-07-2020,1634746,35718
India,31-07-2020,1695988,36511
India,01-08-2020,1750723,37364
India,02-08-2020,1803695,38135
India,03-08-2020,1855745,38938
India,04-08-2020,1908254,39795
India,05-08-2020,1964536,40699
India,06-08-2020,2027074,41585
India,07-08-2020,2088611,42518
India,08-08-2020,2153010,43379
India,09-08-2020,2215074,44386
India,10-08-2020,2268675,45257
India,11-08-2020,2329638,46091
India,12-08-2020,2396637,47033
India,13-08-2020,2461190,48040
India,14-08-2020,2525922,49036
India,15-08-2020,2589952,49980
India,16-08-2020,2647663,50921
India,17-08-2020,2702681,51797
India,18-08-2020,2767253,52888
India,19-08-2020,2836925,53866
India,20-08-2020,2905825,54849
India,21-08-2020,2975701,55794
India,22-08-2020,3044940,56706
India,23-08-2020,3106348,57542
India,24-08-2020,3167323,58390
India,25-08-2020,3224547,59357
India,26-08-2020,3310234,60472
India,27-08-2020,3387500,61529
India,28-08-2020,3463972,62550
India,29-08-2020,3542733,63498
India,30-08-2020,3621245,64469
India,31-08-2020,3691166,65288
India,01-09-2020,3769523,66333
India,02-09-2020,3853406,67376
India,03-09-2020,3936747,68472
India,04-09-2020,4023179,69561
India,05-09-2020,4113811,70626
India,06-09-2020,4204613,71642
India,07-09-2020,4280422,72775
India,08-09-2020,4370128,73890
India,09-09-2020,4465863,75062
India,10-09-2020,4562414,76271
India,11-09-2020,4659984,77472
India,12-09-2020,4754356,78586
India,13-09-2020,4846427,79722
India,14-09-2020,4930236,80776
India,15-09-2020,5020359,82066
India,16-09-2020,5118253,83198
India,17-09-2020,5214677,84372
India,18-09-2020,5308014,85619
India,19-09-2020,5400619,86752
India,20-09-2020,5487580,87882
India,21-09-2020,5562663,88935
India,22-09-2020,5646010,90020
India,23-09-2020,5732518,91149
India,24-09-2020,5818570,92290
India,25-09-2020,5903932,93379
India,26-09-2020,5992532,94503
India,27-09-2020,6074702,95542
India,28-09-2020,6145291,96318
India,29-09-2020,6225763,97497
India,30-09-2020,6312584,98678
India,01-10-2020,6394068,99773
India,02-10-2020,6473544,100842
India,03-10-2020,6549373,101782
India,04-10-2020,6623815,102685
India,05-10-2020,6685082,103569
India,06-10-2020,6757131,104555
India,07-10-2020,6835655,105526
India,08-10-2020,6906151,106490
India,09-10-2020,6979423,107416
India,10-10-2020,7053806,108334
India,11-10-2020,7120538,109150
India,12-10-2020,7175880,109856
India,13-10-2020,7239389,110586
India,14-10-2020,7307097,111266
India,15-10-2020,7370468,112161
India,16-10-2020,7432680,112998
India,17-10-2020,7494551,114031
India,18-10-2020,7550273,114610
India,19-10-2020,7597063,115197
India,20-10-2020,7651107,115914
India,21-10-2020,7706946,116616
India,22-10-2020,7761312,117306
India,23-10-2020,7814682,117956
India,24-10-2020,7864811,118534
India,25-10-2020,7909959,119014
India,26-10-2020,7946429,119502
India,27-10-2020,7990322,120010
India,28-10-2020,8040203,120527
India,29-10-2020,8088851,121090
India,30-10-2020,8137119,121641
India,31-10-2020,8184082,122111
India,01-11-2020,8229313,122607
India,02-11-2020,8267623,123097
India,03-11-2020,8313876,123611
India,04-11-2020,8364086,124315
India,05-11-2020,8411724,124985
India,06-11-2020,8462080,125562
India,07-11-2020,8507754,126121
India,08-11-2020,8553657,126611
India,09-11-2020,8591730,127059
India,10-11-2020,8636011,127571
India,11-11-2020,8683916,128121
India,12-11-2020,8728795,128668
India,13-11-2020,8773479,129188
India,14-11-2020,8814579,129635
India,15-11-2020,8845127,130070
India,16-11-2020,8874290,130519
India,17-11-2020,8912907,130993
India,18-11-2020,8958483,131578
India,19-11-2020,9004365,132162
India,20-11-2020,9050597,132726
India,21-11-2020,9095806,133227
India,22-11-2020,9139865,133738
India,23-11-2020,9177840,134218
India,24-11-2020,9222216,134699
India,25-11-2020,9266705,135223
India,26-11-2020,9309787,135715
India,27-11-2020,9351109,136200
India,28-11-2020,9392919,136696
India,29-11-2020,9431691,137139
India,30-11-2020,9462809,137621
India,01-12-2020,9499413,138122
India,02-12-2020,9534964,138648
India,03-12-2020,9571559,139188
India,04-12-2020,9608211,139700
India,05-12-2020,9644222,140182
India,06-12-2020,9677203,140573
India,07-12-2020,9703770,140958
India,08-12-2020,9735850,141360
India,09-12-2020,9767371,141772
India,10-12-2020,9796744,142185
India,11-12-2020,9826775,142628
India,12-12-2020,9857029,143019
India,13-12-2020,9884100,143355
India,14-12-2020,9906165,143709
India,15-12-2020,9932547,144096
India,16-12-2020,9956557,144451
India,17-12-2020,9979447,144789
India,18-12-2020,10004599,145136
India,19-12-2020,10031223,145477
India,20-12-2020,10055560,145810
India,21-12-2020,10075116,146111
India,22-12-2020,10099066,146444
India,23-12-2020,10123778,146756
India,24-12-2020,10146845,147092
India,25-12-2020,10169118,147343
India,26-12-2020,10187850,147622
India,27-12-2020,10207871,147901
India,28-12-2020,10224303,148153
India,29-12-2020,10244852,148439
India,30-12-2020,10266674,148738
India,31-12-2020,10266674,148738
India,01-01-2021,10286709,148994
India,02-01-2021,10323965,149435
India,03-01-2021,10340469,149649
India,04-01-2021,10356844,149850
India,05-01-2021,10374932,150114
India,06-01-2021,10395278,150336
India,07-01-2021,10413417,150570
India,08-01-2021,10413417,150570
India,09-01-2021,10450284,150999
India,10-01-2021,10466595,151160
India,11-01-2021,10479179,151327
India,12-01-2021,10495147,151529
India,13-01-2021,10512093,151727
India,14-01-2021,10527683,151918
India,15-01-2021,10542841,152093
India,16-01-2021,10557985,152274
India,17-01-2021,10571773,152419
India,18-01-2021,10581823,152556
India,19-01-2021,10595639,152718
India,20-01-2021,10610883,152869
India,21-01-2021,10625428,153032
India,22-01-2021,10639684,153184
India,23-01-2021,10654533,153339
India,24-01-2021,10667736,153470
India,25-01-2021,10676838,153587
India,26-01-2021,10689527,153724
India,27-01-2021,10701193,153847
India,28-01-2021,10720048,154010
India,29-01-2021,10733130,154147
India,30-01-2021,10746174,154274
India,31-01-2021,10757610,154392
India,01-02-2021,10766245,154486
India,02-02-2021,10777284,154596
India,03-02-2021,10790183,154703
India,04-02-2021,10802591,154823
India,05-02-2021,10814304,154918
India,06-02-2021,10826363,154996
India,07-02-2021,10838194,155080
India,08-02-2021,10847304,155158
India,09-02-2021,10858371,155252
India,10-02-2021,10871294,155360
India,11-02-2021,10880603,155447
India,12-02-2021,10892746,155550
India,13-02-2021,10904940,155642
India,14-02-2021,10916589,155732
India,15-02-2021,10925710,155813
India,16-02-2021,10937320,155913
India,17-02-2021,10950201,156014
India,18-02-2021,10963394,156111
India,19-02-2021,10977387,156212
India,20-02-2021,10991651,156302
India,21-02-2021,11005850,156385
India,22-02-2021,11016434,156463
India,23-02-2021,11030176,156567
India,24-02-2021,11046914,156705
India,25-02-2021,11063491,156825
India,26-02-2021,11079979,156938
India,27-02-2021,11096731,157051
India,28-02-2021,11112241,157157
India,01-03-2021,11124527,157248
India,02-03-2021,11139516,157346
India,03-03-2021,11156923,157435
India,04-03-2021,11173761,157548
India,05-03-2021,11192045,157656
India,06-03-2021,11210799,157756
India,07-03-2021,11229398,157853
India,08-03-2021,11244786,157930
India,09-03-2021,11262707,158063
India,10-03-2021,11285561,158189
India,11-03-2021,11308846,158306
India,12-03-2021,11333728,158446
India,13-03-2021,11359048,158607
India,14-03-2021,11385339,158725
India,15-03-2021,11409831,158856
India,16-03-2021,11438734,159044
India,17-03-2021,11474605,159216
India,18-03-2021,11514331,159370
India,19-03-2021,11555284,159558
India,20-03-2021,11599130,159755
India,21-03-2021,11646081,159967
India,22-03-2021,11686796,160166
India,23-03-2021,11734058,160441
India,24-03-2021,11787534,160692
India,25-03-2021,11846652,160949
India,26-03-2021,11908910,161240
India,27-03-2021,11971624,161552
India,28-03-2021,12039644,161843
India,29-03-2021,12095855,162114
India,30-03-2021,12149335,162468
India,31-03-2021,12221665,162927
India,01-04-2021,12303131,163396
India,02-04-2021,12392260,164110
India,03-04-2021,12485509,164623
India,04-04-2021,12589067,165101
India,05-04-2021,12686049,165547
India,06-04-2021,12801785,166177
India,07-04-2021,12928574,166862
India,08-04-2021,13060542,167642
India,09-04-2021,13205926,168436
India,10-04-2021,13358805,169275
India,11-04-2021,13527717,170179
India,12-04-2021,13689453,171058
India,13-04-2021,13873825,172085
India,14-04-2021,14074564,173123
India,15-04-2021,14291917,174308
India,16-04-2021,14526609,175649
India,17-04-2021,14788003,177150
India,18-04-2021,15061805,178769
India,19-04-2021,15320972,180530
India,20-04-2021,15616130,182553
India,21-04-2021,15930774,184657
India,22-04-2021,16263695,186920
India,23-04-2021,16610481,189544
India,24-04-2021,16960172,192311
India,25-04-2021,17313163,195123
India,26-04-2021,17636186,197894
India,27-04-2021,17997113,201187
India,28-04-2021,18376421,204832
India,29-04-2021,18762976,208330
India,30-04-2021,19164969,211853
India,01-05-2021,19557457,215542
India,02-05-2021,19925517,218959
India,03-05-2021,20282833,222408
India,04-05-2021,20664979,226188
India,05-05-2021,21077410,230168
India,06-05-2021,21491598,234083
India,07-05-2021,21892676,238270
